,alignment,condition,accuracy,sub,age,gender,cohort
63,misaligned,same,1.0,VPXS3R,4.109589041095891,f,Expt2_Cohort2
64,misaligned,same,1.0,cMTPEE,5.424657534246576,f,Expt2_Cohort2
65,misaligned,same,1.0,KPNSX4,5.013698630136986,f,Expt2_Cohort2
66,misaligned,same,1.0,HGFXAC,6.739726027397261,m,Expt2_Cohort2
67,misaligned,same,0.2727272727272727,5PUUT3,4.8493150684931505,f,Expt2_Cohort2
68,misaligned,same,0.8333333333333334,LLVdBD,5.671232876712328,m,Expt2_Cohort2
69,misaligned,same,0.9090909090909091,NMCY2E,4.8493150684931505,f,Expt2_Cohort2
70,misaligned,same,0.9090909090909091,N7N6QJ,5.835616438356165,f,Expt2_Cohort2
71,misaligned,same,0.8,B4J7AH,5.7534246575342465,m,Expt2_Cohort2
72,misaligned,same,0.8181818181818182,557QS4,5.260273972602739,m,Expt2_Cohort2
73,misaligned,same,0.7272727272727273,GYZRTE,6.575342465753424,m,Expt2_Cohort2
74,misaligned,same,0.45454545454545453,B42MVZ,6.410958904109589,m,Expt2_Cohort2
75,misaligned,same,0.8181818181818182,WCW4P3,5.342465753424658,f,Expt2_Cohort2
76,misaligned,same,1.0,dCBR4J,4.273972602739726,f,Expt2_Cohort2
77,misaligned,same,1.0,7WdEYG,6.164383561643835,m,Expt2_Cohort2
78,misaligned,same,0.8333333333333334,2VdMPK,4.767123287671233,m,Expt2_Cohort2
79,misaligned,same,0.6666666666666666,7TcFJA,6.164383561643835,f,Expt2_Cohort2
80,misaligned,same,0.9090909090909091,PLS76N,4.3561643835616435,m,Expt2_Cohort2
81,misaligned,same,0.9090909090909091,VFMYRA,6.328767123287672,m,Expt2_Cohort2
82,misaligned,same,1.0,HXGHY5,5.178082191780822,na,Expt2_Cohort2
83,misaligned,same,1.0,QWUB76,5.095890410958904,f,Expt2_Cohort2
84,misaligned,same,0.9166666666666666,Ud4B2K,6.986301369863014,f,Expt2_Cohort2
85,misaligned,same,0.5,NW7HB3,5.835616438356165,f,Expt2_Cohort2
86,misaligned,same,0.8181818181818182,XWScUc,5.178082191780822,f,Expt2_Cohort2
87,misaligned,same,1.0,ZVJDEU,5.7534246575342465,f,Expt2_Cohort2
88,misaligned,same,1.0,QNMB4N,6.0,m,Expt2_Cohort2
89,misaligned,same,0.5,LSc3FM,4.3561643835616435,m,Expt2_Cohort2
90,misaligned,same,0.8333333333333334,F4G4FM,4.438356164383562,m,Expt2_Cohort2
91,misaligned,same,0.9,2NP5LU,6.2465753424657535,f,Expt2_Cohort2
92,misaligned,same,0.9090909090909091,22Q73C,6.493150684931507,f,Expt2_Cohort2
93,misaligned,same,0.9090909090909091,TSGcWM,4.273972602739726,f,Expt2_Cohort2
94,misaligned,same,0.45454545454545453,6EQ6ZY,4.767123287671233,m,Expt2_Cohort2
95,misaligned,same,1.0,DGU5G3,6.575342465753424,m,Expt2_Cohort2
96,misaligned,same,1.0,SM5UPX,4.273972602739726,f,Expt2_Cohort2
97,misaligned,same,0.6666666666666666,R3PcJY,4.273972602739726,f,Expt2_Cohort2
98,misaligned,same,0.2727272727272727,UZUdUB,4.191780821917808,f,Expt2_Cohort2
99,misaligned,same,1.0,2Z6TXF,6.739726027397261,m,Expt2_Cohort2
100,misaligned,same,0.4166666666666667,DEGFRM,6.904109589041096,f,Expt2_Cohort2
101,misaligned,same,1.0,XXNMVF,4.684931506849315,m,Expt2_Cohort2
102,misaligned,same,0.0,SYZ6JW,4.027397260273973,m,Expt2_Cohort2
103,misaligned,same,1.0,DC7YSY,6.0,m,Expt2_Cohort2
104,misaligned,same,0.09090909090909091,MQRYdH,4.191780821917808,m,Expt2_Cohort2
105,misaligned,same,0.8333333333333334,UTQMDV,5.917808219178082,m,Expt2_Cohort2
106,misaligned,same,0.8333333333333334,Yd4MNZ,5.342465753424658,m,Expt2_Cohort2
107,misaligned,same,1.0,PBcE6K,4.767123287671233,m,Expt2_Cohort2
108,misaligned,same,0.45454545454545453,T2PY42,6.410958904109589,F,Expt2_Cohort2
109,misaligned,same,0.8333333333333334,WMS3PY,6.904109589041096,m,Expt2_Cohort2
110,misaligned,same,0.9,XJLS5V,5.671232876712328,f,Expt2_Cohort2
111,misaligned,same,0.2727272727272727,JZTW76,5.342465753424658,m,Expt2_Cohort2
112,misaligned,same,1.0,B6ETF6,4.602739726027397,m,Expt2_Cohort2
113,misaligned,same,0.6666666666666666,TPV3Q3,4.931506849315069,f,Expt2_Cohort2
114,misaligned,same,1.0,67R3AH,6.493150684931507,m,Expt2_Cohort2
115,misaligned,same,0.9090909090909091,252KT2,6.410958904109589,m,Expt2_Cohort2
116,misaligned,same,0.9166666666666666,EAFAHH,4.273972602739726,m,Expt2_Cohort2
117,misaligned,same,0.9166666666666666,SHNYH5,4.767123287671233,m,Expt2_Cohort2
118,misaligned,same,1.0,LSABCP,6.0,f,Expt2_Cohort2
119,misaligned,same,0.8181818181818182,F6cPS4,4.602739726027397,f,Expt2_Cohort2
120,misaligned,same,1.0,M7W4BK,4.602739726027397,f,Expt2_Cohort2
121,misaligned,same,0.8181818181818182,MP5CJd,5.917808219178082,f,Expt2_Cohort2
122,misaligned,same,1.0,K2RcW2,4.3561643835616435,m,Expt2_Cohort2
123,misaligned,same,0.9090909090909091,3DG23J,4.3561643835616435,f,Expt2_Cohort2
124,misaligned,same,1.0,WGQAFG,6.493150684931507,m,Expt2_Cohort2
125,misaligned,same,0.5,XX2TNH,4.027397260273973,f,Expt2_Cohort2
126,misaligned,same,0.8,N2GA2B,4.191780821917808,m,Expt2_Cohort2
127,misaligned,same,0.8181818181818182,YXd62F,4.438356164383562,f,Expt2_Cohort2
128,misaligned,same,0.75,P2J3BQ,4.027397260273973,f,Expt2_Cohort2
129,misaligned,same,0.7272727272727273,c3FCXX,5.178082191780822,f,Expt2_Cohort2
130,aligned,same,1.0,2RWWZ7,6.493150684931507,f,Expt2_Cohort1
131,aligned,same,0.36363636363636365,NJdNH4,6.2465753424657535,f,Expt2_Cohort1
132,aligned,same,1.0,WJVWWU,4.684931506849315,m,Expt2_Cohort1
133,aligned,same,1.0,CAT4ZG,6.410958904109589,m,Expt2_Cohort1
134,aligned,same,0.18181818181818182,2WP74c,4.3561643835616435,m,Expt2_Cohort1
135,aligned,same,0.5,EASJMJ,4.602739726027397,m,Expt2_Cohort1
136,aligned,same,1.0,DCQcGU,6.2465753424657535,m,Expt2_Cohort1
137,aligned,same,1.0,CDJG6B,4.191780821917808,m,Expt2_Cohort1
138,aligned,same,0.6363636363636364,GHVHK6,6.904109589041096,m,Expt2_Cohort1
139,aligned,same,1.0,637KXW,4.602739726027397,m,Expt2_Cohort1
140,aligned,same,1.0,ZLTdXJ,6.575342465753424,f,Expt2_Cohort1
141,aligned,same,1.0,TMYEYX,6.986301369863014,f,Expt2_Cohort1
142,aligned,same,1.0,cULKQ4,5.7534246575342465,f,Expt2_Cohort1
143,aligned,same,0.6666666666666666,3VTF4d,4.931506849315069,f,Expt2_Cohort1
144,aligned,same,0.5,BVATJP,5.589041095890411,m,Expt2_Cohort1
145,aligned,same,0.9166666666666666,66KR2A,6.739726027397261,m,Expt2_Cohort1
146,aligned,same,0.9166666666666666,Z6A6HA,5.095890410958904,f,Expt2_Cohort1
147,aligned,same,1.0,4GHD47,6.821917808219178,m,Expt2_Cohort1
148,aligned,same,1.0,RBPFW2,5.424657534246576,f,Expt2_Cohort1
149,aligned,same,0.9166666666666666,JT3dCQ,5.671232876712328,f,Expt2_Cohort1
150,aligned,same,0.8333333333333334,ZPTAAN,5.671232876712328,m,Expt2_Cohort1
151,aligned,same,0.36363636363636365,SQTVTK,4.438356164383562,f,Expt2_Cohort1
152,aligned,same,1.0,QFZJCK,6.328767123287672,f,Expt2_Cohort1
153,aligned,same,0.75,5MPU6P,4.931506849315069,m,Expt2_Cohort1
154,aligned,same,0.8333333333333334,PRCGVE,5.178082191780822,m,Expt2_Cohort1
155,aligned,same,1.0,2XXKHX,5.424657534246576,m,Expt2_Cohort1
156,aligned,same,0.9166666666666666,WdYBcR,6.493150684931507,f,Expt2_Cohort1
157,aligned,same,1.0,SNQL5Q,5.095890410958904,f,Expt2_Cohort1
158,aligned,same,1.0,D3FQFL,4.684931506849315,m,Expt2_Cohort1
159,aligned,same,1.0,LZ4VF4,6.082191780821918,f,Expt2_Cohort1
160,aligned,same,0.25,HU53KP,4.602739726027397,m,Expt2_Cohort1
161,aligned,same,0.9166666666666666,JY3YHZ,7.1506849315068495,f,Expt2_Cohort1
162,aligned,same,0.45454545454545453,EFUU5P,4.438356164383562,m,Expt2_Cohort1
163,aligned,same,1.0,NGd6cH,6.164383561643835,m,Expt2_Cohort1
164,aligned,same,0.9090909090909091,JYcPYS,4.767123287671233,m,Expt2_Cohort1
165,aligned,same,0.75,R4MQRD,5.7534246575342465,m,Expt2_Cohort2
166,aligned,same,0.9090909090909091,63ZA2G,4.438356164383562,f,Expt2_Cohort2
167,aligned,same,0.8333333333333334,D7cQVV,4.3561643835616435,m,Expt2_Cohort2
168,aligned,same,0.4166666666666667,ZcTHZD,4.273972602739726,m,Expt2_Cohort2
169,aligned,same,1.0,BHVRZB,6.657534246575342,m,Expt2_Cohort2
170,aligned,same,1.0,FRcVX2,6.0,f,Expt2_Cohort2
171,aligned,same,0.7272727272727273,XAZZBC,4.027397260273973,m,Expt2_Cohort2
172,aligned,same,0.6666666666666666,GH7E3L,5.095890410958904,m,Expt2_Cohort2
173,aligned,same,0.5454545454545454,GXPFJT,4.438356164383562,f,Expt2_Cohort2
174,aligned,same,0.9090909090909091,UULEZL,4.52054794520548,m,Expt2_Cohort2
175,aligned,same,0.4,42SYQN,4.767123287671233,f,Expt2_Cohort2
176,aligned,same,0.9090909090909091,PdQGGK,4.602739726027397,m,Expt2_Cohort2
177,aligned,same,0.6363636363636364,FV6UMK,4.767123287671233,m,Expt2_Cohort2
178,aligned,same,0.9166666666666666,P53E43,6.904109589041096,f,Expt2_Cohort2
179,aligned,same,0.9,BM53dR,4.52054794520548,m,Expt2_Cohort2
180,aligned,same,1.0,YUCc6Z,6.986301369863014,f,Expt2_Cohort2
181,aligned,same,0.5454545454545454,KUJ4UH,4.438356164383562,m,Expt2_Cohort2
182,aligned,same,0.6363636363636364,24DFVB,5.589041095890411,m,Expt2_Cohort2
183,aligned,same,1.0,FE5VWR,6.739726027397261,m,Expt2_Cohort2
184,aligned,same,0.9166666666666666,3AcJCP,5.671232876712328,m,Expt2_Cohort2
185,aligned,same,0.6363636363636364,KJFKY6,4.273972602739726,f,Expt2_Cohort2
186,aligned,same,0.6666666666666666,SCF4A4,5.095890410958904,m,Expt2_Cohort2
187,aligned,same,0.9090909090909091,647PWM,6.328767123287672,f,Expt2_Cohort2
188,aligned,same,1.0,dK4AG7,4.684931506849315,f,Expt2_Cohort2
189,aligned,same,0.9,4YRELY,6.493150684931507,f,Expt2_Cohort2
190,aligned,same,0.75,654ADc,4.273972602739726,f,Expt2_Cohort2
191,aligned,same,0.45454545454545453,W3DCM6,4.767123287671233,f,Expt2_Cohort2
192,aligned,same,1.0,5WST6D,4.109589041095891,f,Expt2_Cohort2
193,aligned,same,1.0,VPXS3R,4.109589041095891,f,Expt2_Cohort2
194,aligned,same,0.8333333333333334,cMTPEE,5.424657534246576,f,Expt2_Cohort2
195,aligned,same,0.9090909090909091,KPNSX4,5.013698630136986,f,Expt2_Cohort2
196,aligned,same,0.7272727272727273,HGFXAC,6.739726027397261,m,Expt2_Cohort2
197,aligned,same,0.36363636363636365,5PUUT3,4.8493150684931505,f,Expt2_Cohort2
198,aligned,same,1.0,LLVdBD,5.671232876712328,m,Expt2_Cohort2
199,aligned,same,0.8333333333333334,NMCY2E,4.8493150684931505,f,Expt2_Cohort2
200,aligned,same,1.0,N7N6QJ,5.835616438356165,f,Expt2_Cohort2
201,aligned,same,0.8181818181818182,B4J7AH,5.7534246575342465,m,Expt2_Cohort2
202,aligned,same,0.5,557QS4,5.260273972602739,m,Expt2_Cohort2
203,aligned,same,0.7272727272727273,GYZRTE,6.575342465753424,m,Expt2_Cohort2
204,aligned,same,0.6666666666666666,B42MVZ,6.410958904109589,m,Expt2_Cohort2
205,aligned,same,0.6363636363636364,WCW4P3,5.342465753424658,f,Expt2_Cohort2
206,aligned,same,0.9166666666666666,dCBR4J,4.273972602739726,f,Expt2_Cohort2
207,aligned,same,1.0,7WdEYG,6.164383561643835,m,Expt2_Cohort2
208,aligned,same,0.8333333333333334,2VdMPK,4.767123287671233,m,Expt2_Cohort2
209,aligned,same,0.6666666666666666,7TcFJA,6.164383561643835,f,Expt2_Cohort2
210,aligned,same,1.0,PLS76N,4.3561643835616435,m,Expt2_Cohort2
211,aligned,same,0.7272727272727273,VFMYRA,6.328767123287672,m,Expt2_Cohort2
212,aligned,same,0.9166666666666666,HXGHY5,5.178082191780822,na,Expt2_Cohort2
213,aligned,same,0.6666666666666666,QWUB76,5.095890410958904,f,Expt2_Cohort2
214,aligned,same,0.8333333333333334,Ud4B2K,6.986301369863014,f,Expt2_Cohort2
215,aligned,same,0.6666666666666666,NW7HB3,5.835616438356165,f,Expt2_Cohort2
216,aligned,same,0.9166666666666666,XWScUc,5.178082191780822,f,Expt2_Cohort2
217,aligned,same,0.9090909090909091,ZVJDEU,5.7534246575342465,f,Expt2_Cohort2
218,aligned,same,0.8333333333333334,QNMB4N,6.0,m,Expt2_Cohort2
219,aligned,same,0.8181818181818182,LSc3FM,4.3561643835616435,m,Expt2_Cohort2
220,aligned,same,0.9090909090909091,F4G4FM,4.438356164383562,m,Expt2_Cohort2
221,aligned,same,0.8333333333333334,2NP5LU,6.2465753424657535,f,Expt2_Cohort2
222,aligned,same,1.0,22Q73C,6.493150684931507,f,Expt2_Cohort2
223,aligned,same,0.8333333333333334,TSGcWM,4.273972602739726,f,Expt2_Cohort2
224,aligned,same,0.45454545454545453,6EQ6ZY,4.767123287671233,m,Expt2_Cohort2
225,aligned,same,1.0,DGU5G3,6.575342465753424,m,Expt2_Cohort2
226,aligned,same,1.0,SM5UPX,4.273972602739726,f,Expt2_Cohort2
227,aligned,same,0.7272727272727273,R3PcJY,4.273972602739726,f,Expt2_Cohort2
228,aligned,same,0.6363636363636364,UZUdUB,4.191780821917808,f,Expt2_Cohort2
229,aligned,same,1.0,2Z6TXF,6.739726027397261,m,Expt2_Cohort2
230,aligned,same,0.36363636363636365,DEGFRM,6.904109589041096,f,Expt2_Cohort2
231,aligned,same,1.0,XXNMVF,4.684931506849315,m,Expt2_Cohort2
232,aligned,same,0.7272727272727273,SYZ6JW,4.027397260273973,m,Expt2_Cohort2
233,aligned,same,0.8181818181818182,DC7YSY,6.0,m,Expt2_Cohort2
234,aligned,same,0.3,MQRYdH,4.191780821917808,m,Expt2_Cohort2
235,aligned,same,0.9090909090909091,UTQMDV,5.917808219178082,m,Expt2_Cohort2
236,aligned,same,1.0,Yd4MNZ,5.342465753424658,m,Expt2_Cohort2
237,aligned,same,1.0,PBcE6K,4.767123287671233,m,Expt2_Cohort2
238,aligned,same,0.8333333333333334,T2PY42,6.410958904109589,F,Expt2_Cohort2
239,aligned,same,1.0,WMS3PY,6.904109589041096,m,Expt2_Cohort2
240,aligned,same,0.8333333333333334,XJLS5V,5.671232876712328,f,Expt2_Cohort2
241,aligned,same,0.5833333333333334,JZTW76,5.342465753424658,m,Expt2_Cohort2
242,aligned,same,0.9166666666666666,B6ETF6,4.602739726027397,m,Expt2_Cohort2
243,aligned,same,0.7272727272727273,TPV3Q3,4.931506849315069,f,Expt2_Cohort2
244,aligned,same,1.0,67R3AH,6.493150684931507,m,Expt2_Cohort2
245,aligned,same,0.75,252KT2,6.410958904109589,m,Expt2_Cohort2
246,aligned,same,0.8,EAFAHH,4.273972602739726,m,Expt2_Cohort2
247,aligned,same,0.8333333333333334,SHNYH5,4.767123287671233,m,Expt2_Cohort2
248,aligned,same,1.0,LSABCP,6.0,f,Expt2_Cohort2
249,aligned,same,1.0,F6cPS4,4.602739726027397,f,Expt2_Cohort2
250,aligned,same,0.9090909090909091,M7W4BK,4.602739726027397,f,Expt2_Cohort2
251,aligned,same,1.0,MP5CJd,5.917808219178082,f,Expt2_Cohort2
252,aligned,same,0.9166666666666666,K2RcW2,4.3561643835616435,m,Expt2_Cohort2
253,aligned,same,1.0,3DG23J,4.3561643835616435,f,Expt2_Cohort2
254,aligned,same,1.0,WGQAFG,6.493150684931507,m,Expt2_Cohort2
255,aligned,same,0.5833333333333334,XX2TNH,4.027397260273973,f,Expt2_Cohort2
256,aligned,same,0.8181818181818182,N2GA2B,4.191780821917808,m,Expt2_Cohort2
257,aligned,same,0.8181818181818182,YXd62F,4.438356164383562,f,Expt2_Cohort2
258,aligned,same,0.8,P2J3BQ,4.027397260273973,f,Expt2_Cohort2
259,aligned,same,1.0,c3FCXX,5.178082191780822,f,Expt2_Cohort2
260,misaligned,different,0.8,2RWWZ7,6.493150684931507,f,Expt2_Cohort1
261,misaligned,different,0.0,NJdNH4,6.2465753424657535,f,Expt2_Cohort1
262,misaligned,different,0.0,WJVWWU,4.684931506849315,m,Expt2_Cohort1
263,misaligned,different,0.0,CAT4ZG,6.410958904109589,m,Expt2_Cohort1
264,misaligned,different,0.8333333333333334,2WP74c,4.3561643835616435,m,Expt2_Cohort1
265,misaligned,different,0.6666666666666666,EASJMJ,4.602739726027397,m,Expt2_Cohort1
266,misaligned,different,1.0,DCQcGU,6.2465753424657535,m,Expt2_Cohort1
267,misaligned,different,0.0,CDJG6B,4.191780821917808,m,Expt2_Cohort1
268,misaligned,different,0.8333333333333334,GHVHK6,6.904109589041096,m,Expt2_Cohort1
269,misaligned,different,0.3333333333333333,637KXW,4.602739726027397,m,Expt2_Cohort1
270,misaligned,different,0.6666666666666666,ZLTdXJ,6.575342465753424,f,Expt2_Cohort1
271,misaligned,different,0.6666666666666666,TMYEYX,6.986301369863014,f,Expt2_Cohort1
272,misaligned,different,1.0,cULKQ4,5.7534246575342465,f,Expt2_Cohort1
273,misaligned,different,0.8,3VTF4d,4.931506849315069,f,Expt2_Cohort1
274,misaligned,different,0.8,BVATJP,5.589041095890411,m,Expt2_Cohort1
275,misaligned,different,1.0,66KR2A,6.739726027397261,m,Expt2_Cohort1
276,misaligned,different,0.8333333333333334,Z6A6HA,5.095890410958904,f,Expt2_Cohort1
277,misaligned,different,1.0,4GHD47,6.821917808219178,m,Expt2_Cohort1
278,misaligned,different,0.5,RBPFW2,5.424657534246576,f,Expt2_Cohort1
279,misaligned,different,1.0,JT3dCQ,5.671232876712328,f,Expt2_Cohort1
280,misaligned,different,0.8333333333333334,ZPTAAN,5.671232876712328,m,Expt2_Cohort1
281,misaligned,different,0.16666666666666666,SQTVTK,4.438356164383562,f,Expt2_Cohort1
282,misaligned,different,0.6666666666666666,QFZJCK,6.328767123287672,f,Expt2_Cohort1
283,misaligned,different,0.4,5MPU6P,4.931506849315069,m,Expt2_Cohort1
284,misaligned,different,0.8333333333333334,PRCGVE,5.178082191780822,m,Expt2_Cohort1
285,misaligned,different,1.0,2XXKHX,5.424657534246576,m,Expt2_Cohort1
286,misaligned,different,0.8333333333333334,WdYBcR,6.493150684931507,f,Expt2_Cohort1
287,misaligned,different,1.0,SNQL5Q,5.095890410958904,f,Expt2_Cohort1
288,misaligned,different,0.75,D3FQFL,4.684931506849315,m,Expt2_Cohort1
289,misaligned,different,0.8,LZ4VF4,6.082191780821918,f,Expt2_Cohort1
290,misaligned,different,1.0,HU53KP,4.602739726027397,m,Expt2_Cohort1
291,misaligned,different,1.0,JY3YHZ,7.1506849315068495,f,Expt2_Cohort1
292,misaligned,different,0.6,EFUU5P,4.438356164383562,m,Expt2_Cohort1
293,misaligned,different,0.8333333333333334,NGd6cH,6.164383561643835,m,Expt2_Cohort1
294,misaligned,different,0.6,JYcPYS,4.767123287671233,m,Expt2_Cohort1
295,misaligned,different,0.4,R4MQRD,5.7534246575342465,m,Expt2_Cohort2
296,misaligned,different,0.5,63ZA2G,4.438356164383562,f,Expt2_Cohort2
297,misaligned,different,1.0,D7cQVV,4.3561643835616435,m,Expt2_Cohort2
298,misaligned,different,0.4,ZcTHZD,4.273972602739726,m,Expt2_Cohort2
299,misaligned,different,0.8333333333333334,BHVRZB,6.657534246575342,m,Expt2_Cohort2
300,misaligned,different,0.2,FRcVX2,6.0,f,Expt2_Cohort2
301,misaligned,different,0.3333333333333333,XAZZBC,4.027397260273973,m,Expt2_Cohort2
302,misaligned,different,0.6666666666666666,GH7E3L,5.095890410958904,m,Expt2_Cohort2
303,misaligned,different,0.8333333333333334,GXPFJT,4.438356164383562,f,Expt2_Cohort2
304,misaligned,different,0.6,UULEZL,4.52054794520548,m,Expt2_Cohort2
305,misaligned,different,0.8333333333333334,42SYQN,4.767123287671233,f,Expt2_Cohort2
306,misaligned,different,0.0,PdQGGK,4.602739726027397,m,Expt2_Cohort2
307,misaligned,different,0.2,FV6UMK,4.767123287671233,m,Expt2_Cohort2
308,misaligned,different,0.6,P53E43,6.904109589041096,f,Expt2_Cohort2
309,misaligned,different,0.6666666666666666,BM53dR,4.52054794520548,m,Expt2_Cohort2
310,misaligned,different,0.8333333333333334,YUCc6Z,6.986301369863014,f,Expt2_Cohort2
311,misaligned,different,0.5,KUJ4UH,4.438356164383562,m,Expt2_Cohort2
312,misaligned,different,0.5,24DFVB,5.589041095890411,m,Expt2_Cohort2
313,misaligned,different,0.8333333333333334,FE5VWR,6.739726027397261,m,Expt2_Cohort2
314,misaligned,different,0.8,3AcJCP,5.671232876712328,m,Expt2_Cohort2
315,misaligned,different,0.3333333333333333,KJFKY6,4.273972602739726,f,Expt2_Cohort2
316,misaligned,different,0.5,SCF4A4,5.095890410958904,m,Expt2_Cohort2
317,misaligned,different,0.8333333333333334,647PWM,6.328767123287672,f,Expt2_Cohort2
318,misaligned,different,0.0,dK4AG7,4.684931506849315,f,Expt2_Cohort2
319,misaligned,different,1.0,4YRELY,6.493150684931507,f,Expt2_Cohort2
320,misaligned,different,0.8333333333333334,654ADc,4.273972602739726,f,Expt2_Cohort2
321,misaligned,different,0.6666666666666666,W3DCM6,4.767123287671233,f,Expt2_Cohort2
322,misaligned,different,0.16666666666666666,5WST6D,4.109589041095891,f,Expt2_Cohort2
323,misaligned,different,0.5,VPXS3R,4.109589041095891,f,Expt2_Cohort2
